source,city,product_name,brand,selling_price,mrp,discount,availability,product_url,category,subcategory,pack_size
bigbasket,Gurgaon,Coccinia,fresho!,16.0,21.25,25% OFF,In Stock,https://www.bigbasket.com/pd/10000090/fresho-coccinia-250-g/,fresh_vegetables,fresh-vegetables,250 g
bigbasket,Gurgaon,Cauliflower,fresho!,89.0,130.0,32% OFF,In Stock,https://www.bigbasket.com/pd/10000074/fresho-cauliflower-1-pc/,fresh_vegetables,fresh-vegetables,(approx. 400 to 600 g)
bigbasket,Gurgaon,French Ring Beans,fresho!,10.0,38.75,74% OFF,In Stock,https://www.bigbasket.com/pd/10000043/fresho-beans-french-ring-250-g/,fresh_vegetables,fresh-vegetables,250 g
bigbasket,Gurgaon,Disco Pumpkin,fresho!,5.0,18.75,73% OFF,In Stock,https://www.bigbasket.com/pd/10000280/fresho-pumpkin-disco-250-g/,fresh_vegetables,fresh-vegetables,250 g
bigbasket,Gurgaon,"Brinjal - Purple, Bharta",fresho!,7.0,30.0,77% OFF,In Stock,https://www.bigbasket.com/pd/40373637/fresho-brinjal-purple-bharta-350-g/,fresh_vegetables,fresh-vegetables,350 g
bigbasket,Gurgaon,Baby Bottle Gourd Premium,fresho!,17.0,48.75,65% OFF,In Stock,https://www.bigbasket.com/pd/40189108/fresho-baby-bottle-gourd-1-pc-300g-450g/,fresh_vegetables,fresh-vegetables,(300 g - 450 g approx.)
bigbasket,Gurgaon,"Banana - Robusta, Small",fresho!,73.5,93.75,22% OFF,In Stock,https://www.bigbasket.com/pd/40179390/fresho-baby-banana-robusta-1-kg/,fresh_fruits,fresh-fruits,(Approx. 10 -12 pcs)
bigbasket,Gurgaon,Pomegranate - Regular,fresho!,187.0,233.75,20% OFF,In Stock,https://www.bigbasket.com/pd/40120006/fresho-pomegranate-small-1-kg/,fresh_fruits,fresh-fruits,(5-6 pcs per kg)
bigbasket,Gurgaon,Banana - Robusta,fresho!,40.5,52.5,23% OFF,In Stock,https://www.bigbasket.com/pd/10000027/fresho-banana-robusta-500-g/,fresh_fruits,fresh-fruits,(Approx. 3 - 4 pcs)
bigbasket,Gurgaon,"Kiwi - Green, Imported",fresho!,72.5,116.25,38% OFF,In Stock,https://www.bigbasket.com/pd/40350297/fresho-kiwi-green-imported-2-pcs/,fresh_fruits,fresh-fruits,2 pcs
bigbasket,Gurgaon,Papaya - Medium,fresho!,98.0,122.5,20% OFF,In Stock,https://www.bigbasket.com/pd/10000152/fresho-papaya-medium-1-pc/,fresh_fruits,fresh-fruits,(approx 800g - 1.4 kg)
bigbasket,Gurgaon,Mosambi - Small,fresho!,20.0,103.75,81% OFF,In Stock,https://www.bigbasket.com/pd/40203347/fresho-mosambi-economy-1-kg/,fresh_fruits,fresh-fruits,1 kg
bigbasket,Gurgaon,Indian Apple - Royal Gala,fresho!,86.0,107.5,20% OFF,In Stock,https://www.bigbasket.com/pd/40319253/fresho-apple-royal-gala-2-pcs/,fresh_fruits,fresh-fruits,(Approx. 260 g - 300 g)
bigbasket,Gurgaon,Apple Shimla - Small,fresho!,85.0,135.0,37% OFF,In Stock,https://www.bigbasket.com/pd/40134282/fresho-baby-apple-500-g/,fresh_fruits,fresh-fruits,(Approx. 5-6 pcs)
bigbasket,Gurgaon,Mini Orange,fresho!,147.0,183.75,20% OFF,In Stock,https://www.bigbasket.com/pd/40008987/fresho-orange-mini-3-pcs/,fresh_fruits,fresh-fruits,3 pcs
bigbasket,Gurgaon,Pomegranate,fresho!,99.0,123.75,20% OFF,In Stock,https://www.bigbasket.com/pd/40042512/fresho-pomegranate-2-pcs/,fresh_fruits,fresh-fruits,(approx. 400 to 440 g)
bigbasket,Gurgaon,"Apple - Royal Gala, Premium",fresho!,95.0,118.75,20% OFF,In Stock,https://www.bigbasket.com/pd/40277463/fresho-apple-royal-gala-premium-2-pcs/,fresh_fruits,fresh-fruits,(Approx. 300 - 350 g)
bigbasket,Gurgaon,Watermelon  - Small,fresho!,79.0,98.75,20% OFF,In Stock,https://www.bigbasket.com/pd/10000207/fresho-watermelon-small-1-pc/,fresh_fruits,fresh-fruits,(approx 1.8 - 2.5 kg)
bigbasket,Gurgaon,Coconut - Small,fresho!,66.0,82.5,20% OFF,In Stock,https://www.bigbasket.com/pd/40288535/fresho-coconut-small-for-healthy-recipes-1-pc/,fresh_fruits,fresh-fruits,(approx. 350 g)
bigbasket,Gurgaon,Apple - Shimla,fresho!,59.0,96.25,39% OFF,In Stock,https://www.bigbasket.com/pd/40087097/fresho-apple-shimla-2-pcs/,fresh_fruits,fresh-fruits,(Approx. 250 - 300 g)
bigbasket,Gurgaon,Pear - Indian (Babbu Gosha),fresho!,211.0,263.75,20% OFF,In Stock,https://www.bigbasket.com/pd/70000495/fresho-pear-indian-babbu-gosha-1-kg/,fresh_fruits,fresh-fruits,1 kg
bigbasket,Gurgaon,Apple - Green,fresho!,141.0,176.25,20% OFF,In Stock,https://www.bigbasket.com/pd/40319250/fresho-apple-green-2-pcs/,fresh_fruits,fresh-fruits,Approx. 260 g - 300 g
bigbasket,Gurgaon,Indian Pear / Naspathi,fresho!,73.0,91.25,20% OFF,In Stock,https://www.bigbasket.com/pd/30001107/fresho-pear-naspathi-indian-500-g/,fresh_fruits,fresh-fruits,500 g
bigbasket,Gurgaon,Pomegranate,fresho!,197.0,246.25,20% OFF,In Stock,https://www.bigbasket.com/pd/10000269/fresho-pomegranate-4-pcs/,fresh_fruits,fresh-fruits,(Approx. 800 g - 880 g)
bigbasket,Gurgaon,Raw Mango,fresho!,65.0,81.25,20% OFF,In Stock,https://www.bigbasket.com/pd/10000587/fresho-raw-mango-500-g/,fresh_fruits,fresh-fruits,500 g
bigbasket,Gurgaon,Chausa Mango,fresho!,216.0,270.0,20% OFF,In Stock,https://www.bigbasket.com/pd/40031621/fresho-mango-chausa-1-kg/,fresh_fruits,fresh-fruits,1 kg
bigbasket,Gurgaon,Chilli Cheese Slices,D'lecta,115.2,160.0,28% OFF,In Stock,https://www.bigbasket.com/pd/40339749/dlecta-chilli-cheese-slices-200-g/,dairy,dairy,(10 pcs)
bigbasket,Gurgaon,Taaza Milk,Amul,59.0,59.0,,In Stock,https://www.bigbasket.com/pd/40114416/amul-taaza-milk-1-l-pouch/,dairy,dairy,Pouch
bigbasket,Gurgaon,Gold Full Cream Milk,Amul,72.0,72.0,,In Stock,https://www.bigbasket.com/pd/40175764/amul-amul-gold-1-l/,dairy,dairy,1 L
bigbasket,Gurgaon,Fruit Yoghurt - Blueberry,Milky Mist,35.0,40.0,13% OFF,In Stock,https://www.bigbasket.com/pd/40100924/milky-mist-fruit-yoghurt-blueberry-100-g/,dairy,dairy,100 g
bigbasket,Gurgaon,Cow Milk,Mother Dairy,60.0,60.0,,In Stock,https://www.bigbasket.com/pd/40159658/mother-dairy-cow-milk-1-l/,dairy,dairy,1 L
bigbasket,Gurgaon,Probiotic Tadka Chach,Mother Dairy,10.0,10.0,,In Stock,https://www.bigbasket.com/pd/40195339/mother-dairy-tadka-chach-350-ml/,dairy,dairy,Pouch
bigbasket,Gurgaon,Livo Blueberry Yogurt,Heritage,25.0,30.0,17% OFF,In Stock,https://www.bigbasket.com/pd/40350707/heritage-livo-blueberry-yogurt-90-g/,dairy,dairy,90 g
bigbasket,Gurgaon,Pasteurised Butter,Amul,310.0,310.0,,In Stock,https://www.bigbasket.com/pd/104864/amul-butter-pasteurised-500-g-carton/,dairy,dairy,Carton
bigbasket,Gurgaon,Paneer,Mother Dairy,160.2,180.0,11% OFF,In Stock,https://www.bigbasket.com/pd/900458772/mother-dairy-paneer-400-g-pouch/,dairy,dairy,Pouch
bigbasket,Gurgaon,Livo Mango Yogurt,Heritage,25.0,30.0,17% OFF,In Stock,https://www.bigbasket.com/pd/40350710/heritage-livo-mango-yogurt-90-g/,dairy,dairy,90 g
bigbasket,Gurgaon,Classic Dahi,Mother Dairy,80.0,80.0,,In Stock,https://www.bigbasket.com/pd/70000740/mother-dairy-curd-1-kg-pouch/,dairy,dairy,Pouch
bigbasket,Gurgaon,Taaza Homogenised Toned Milk,Amul,77.0,77.0,,In Stock,https://www.bigbasket.com/pd/306926/amul-homogenised-toned-milk-1-l-carton/,dairy,dairy,Tetra Pak
bigbasket,Gurgaon,Livo Classic Yogurt,Heritage,25.0,30.0,17% OFF,In Stock,https://www.bigbasket.com/pd/40350709/heritage-livo-classic-yogurt-90-g/,dairy,dairy,90 g
bigbasket,Gurgaon,Lactose Free Milk,Amul,26.0,26.0,,In Stock,https://www.bigbasket.com/pd/40049915/amul-lactose-free-milk-250-ml-tetra-pack/,dairy,dairy,Tetra Pak
bigbasket,Gurgaon,Classic Curd,Mother Dairy,50.0,50.0,,In Stock,https://www.bigbasket.com/pd/40004532/mother-dairy-dahi-made-from-toned-milk-400-g-cup/,dairy,dairy,Cup
bigbasket,Gurgaon,Livo Strawberry Yogurt,Heritage,25.0,30.0,17% OFF,In Stock,https://www.bigbasket.com/pd/40350711/heritage-livo-strawberry-yogurt-90-g/,dairy,dairy,90 g
bigbasket,Gurgaon,Cow Milk,Amul,31.0,31.0,,In Stock,https://www.bigbasket.com/pd/40141614/amul-amul-cow-500-ml-pouch/,dairy,dairy,Pouch
bigbasket,Gurgaon,Toned Milk,Mother Dairy,60.0,60.0,,In Stock,https://www.bigbasket.com/pd/40160355/mother-dairy-toned-milk-1-l-pouch/,dairy,dairy,Pouch
bigbasket,Gurgaon,Masti Dahi,Amul,80.0,80.0,,In Stock,https://www.bigbasket.com/pd/40147629/amul-masti-dahi-1-kg-pouch/,dairy,dairy,Pouch
bigbasket,Gurgaon,Fresh Malai Paneer,Amul,435.0,435.0,,In Stock,https://www.bigbasket.com/pd/40096749/amul-malai-fresh-paneer-1-kg/,dairy,dairy,Pouch
bigbasket,Gurgaon,Moti Homogenised Toned Milk,Amul,33.0,33.0,,In Stock,https://www.bigbasket.com/pd/40005033/amul-moti-homogenised-toned-milk-450-ml-pouch/,dairy,dairy,Pouch
bigbasket,Gurgaon,Full Cream Milk,Mother Dairy,72.0,72.0,,In Stock,https://www.bigbasket.com/pd/40159657/mother-dairy-full-cream-milk-fcm-1-l/,dairy,dairy,1 L
bigbasket,Gurgaon,Premium Probiotic Chach,Mother Dairy,20.0,20.0,,In Stock,https://www.bigbasket.com/pd/70000746/mother-dairy-premium-chach-plain-450-ml-pouch/,dairy,dairy,425 ml
bigbasket,Gurgaon,Buffalo Milk,Amul,40.0,40.0,,In Stock,https://www.bigbasket.com/pd/40167828/amul-buffalo-milk-500-ml-pouch/,dairy,dairy,Pouch
bigbasket,Gurgaon,Gold Homogenised Standardised Milk,Amul,83.0,83.0,,In Stock,https://www.bigbasket.com/pd/104707/amul-homogenised-standardised-milk-1-l-carton/,dairy,dairy,Tetra Pak
bigbasket,Gurgaon,Classic Dahi,Mother Dairy,10.0,10.0,,In Stock,https://www.bigbasket.com/pd/40181061/mother-dairy-classic-dahi-85-g-cup/,dairy,dairy,Cup
bigbasket,Gurgaon,Salt 'n' Pepper Popped Chips,Bingo!,41.0,50.0,18% OFF,In Stock,https://www.bigbasket.com/pd/40333066/bingo-salt-n-pepper-popped-chips-48-g/,snacks,snacks-namkeen,48 g
bigbasket,Gurgaon,Khakhra - Punjabi Masala,Jabsons,80.0,80.0,,In Stock,https://www.bigbasket.com/pd/40018624/jabsons-khakhra-punjabi-masala-180-g-pouch/,snacks,snacks-namkeen,Pouch
bigbasket,Gurgaon,India's Magic Masala Potato Chips,Lay's,100.8,144.0,30% OFF,In Stock,https://www.bigbasket.com/pd/1236984/lays-indias-magic-masala-potato-chips-3x82-g/,snacks,snacks-namkeen,(Multipack)
bigbasket,Gurgaon,Korean Style Hot & Spicy Potato Chips,Bingo!,42.5,50.0,15% OFF,In Stock,https://www.bigbasket.com/pd/40323264/bingo-korean-style-hot-spicy-potato-chips-90-g/,snacks,snacks-namkeen,82 g
bigbasket,Gurgaon,Classic Salted Potato Chips,Haldiram's,30.0,50.0,40% OFF,In Stock,https://www.bigbasket.com/pd/900457049/haldirams-classic-salted-potato-chips-95-g/,snacks,snacks-namkeen,89 g
bigbasket,Gurgaon,Spicy Treat Potato Chips,Uncle chipps,72.0,96.0,25% OFF,In Stock,https://www.bigbasket.com/pd/1227709/uncle-chips-spicy-treat-potato-chips-crispy-chips-snacks-2x80-g/,snacks,snacks-namkeen,Multipack
bigbasket,Gurgaon,Classic Salted Potato Chips,Lay's,99.75,144.0,31% OFF,In Stock,https://www.bigbasket.com/pd/1236986/lays-classic-salted-potato-chips-3x82-g/,snacks,snacks-namkeen,(Multipack)
bigbasket,Gurgaon,Sesame Murukku,Tasties Origins,55.0,100.0,45% OFF,In Stock,https://www.bigbasket.com/pd/40229171/tasties-origins-origins-namkeen-sesame-murukku-150-g/,snacks,snacks-namkeen,Namkeen
bigbasket,Gurgaon,Masala Munch Namkeen,Kurkure,54.0,60.0,10% OFF,In Stock,https://www.bigbasket.com/pd/1205616/kurkure-namkeen-masala-munch-3x90-g/,snacks,snacks-namkeen,Multipack
bigbasket,Gurgaon,American Style Cream & Onion Potato Chips,Lay's,21.0,25.0,16% OFF,In Stock,https://www.bigbasket.com/pd/102745/lays-potato-chips-american-style-cream-onion-flavour-52-g-pouch/,snacks,snacks-namkeen,Pouch
bigbasket,Gurgaon,Indian Spice Mix Popped Chips,Bingo!,15.0,20.0,25% OFF,In Stock,https://www.bigbasket.com/pd/40358304/bingo-indian-spice-mix-popped-chips-25-g/,snacks,snacks-namkeen,25 g
bigbasket,Gurgaon,Bhujia,Haldiram's,60.0,60.0,,In Stock,https://www.bigbasket.com/pd/70000801/haldirams-namkeen-bhujia-del-200-g-pouch/,snacks,snacks-namkeen,Pouch
bigbasket,Gurgaon,Classic Salted Peanuts,Haldiram's,60.0,60.0,,In Stock,https://www.bigbasket.com/pd/70000798/haldirams-namkeen-peanut-salted-del-200-g-pouch/,snacks,snacks-namkeen,200 g
bigbasket,Gurgaon,Namkeen - Bhelpuri (Del),Haldiram's,60.0,60.0,,In Stock,https://www.bigbasket.com/pd/70000793/haldirams-namkeen-bhelpuri-del-200-g-pouch/,snacks,snacks-namkeen,Pouch
bigbasket,Gurgaon,Boondi Namkeen,Haldiram's,55.0,55.0,,In Stock,https://www.bigbasket.com/pd/70000790/haldirams-namkeen-boondi-plain-del-200-g-pouch/,snacks,snacks-namkeen,210 g
bigbasket,Gurgaon,Bhujia,Haldiram's,120.0,120.0,,In Stock,https://www.bigbasket.com/pd/70000819/haldirams-namkeen-bhujia-del-400-g-pouch/,snacks,snacks-namkeen,400 g
bigbasket,Gurgaon,Tedhe Medhe Masala Tadka,Bingo!,15.0,20.0,25% OFF,In Stock,https://www.bigbasket.com/pd/40226709/bingo-tedhe-medhe-snacks-with-corn-rice-dal-masala-tadka-90-g/,snacks,snacks-namkeen,75 g
bigbasket,Gurgaon,Dakshin Pepper Fry Kerala Banana Chips,Beyond Snack,75.0,75.0,,In Stock,https://www.bigbasket.com/pd/40355278/beyond-snack-dakshin-pepper-fry-kerala-banana-chips-80-g-pouch/,snacks,snacks-namkeen,Pouch
bigbasket,Gurgaon,Original Bharuchi Khari Sing/Dry Roasted Peanut With Skin,Jabsons,162.0,200.0,19% OFF,In Stock,https://www.bigbasket.com/pd/1228824/jabsons-original-bharuchi-khari-singdry-roasted-peanut-with-skin-2-x-200-g/,snacks,snacks-namkeen,Multipack
bigbasket,Gurgaon,Original Style Chilli Sprinkled Potato Chips,Bingo!,60.0,100.0,40% OFF,In Stock,https://www.bigbasket.com/pd/40345818/bingo-original-style-chilli-sprinkled-potato-chips-130-g/,snacks,snacks-namkeen,130 g
bigbasket,Gurgaon,Magic Butter Instant Popcorn,ACT II,10.0,10.0,,In Stock,https://www.bigbasket.com/pd/40252243/act-ii-instant-popcorn-magic-butter-with-corn-kernels-100-whole-grain-30-g-240/,snacks,snacks-namkeen,35 g
